1.028659694854316520e+00,-2.969270454325266262e-01,2.127433372558559105e-02,8.806222101043115202e-02,-1.317598671530443299e+00
1.000807747934822078e+00,2.590164011277859904e-02,-2.555061065391833197e-01,-7.223014581138117451e-01,4.039994463821109938e-01
-6.846291550206651255e-01,-1.123028250016324531e-01,1.516243496912624167e+00,9.308404472996438805e-01,7.240989033754667570e-02
-4.914990731470162411e-01,1.221572070913343300e+00,-1.393077172086322424e+00,-5.845396326626906003e-01,-1.867342231085652449e-01
-8.070725342033124861e-01,-9.448336820492775345e-01,8.467418654486255081e-01,2.015131360878256173e-01,-9.883874146388993420e-01
1.087803919271113973e+00,-9.974350799653165511e-01,-8.782447479387359701e-01,4.754403705421915427e-02,-9.486561742780109663e-01
-3.645184163658901633e-01,4.853334387830262470e-02,1.153355956253338421e+00,-4.629850807940538160e-01,2.485197403504745939e+00
9.206436153804112843e-01,1.021385517588535574e+00,-3.652201788487231537e-01,-1.265245123127054505e+00,3.555215219868635562e-02
-8.121899963707657211e-01,-6.204590753147133375e-01,-5.912812659911158564e-01,-1.362488764621963666e+00,-6.827560584876023464e-01
1.248279193950480259e+00,-1.567094598152935614e+00,1.173170783373764792e+00,1.716893216050159321e+00,4.016712628217101178e-01
1.120807615131748314e+00,2.134741150678058474e+00,-1.933958358561304713e+00,9.616585780167341557e-02,1.114481159971663526e+00
-1.688049120814198334e+00,-1.493618543563309808e+00,4.771005062585542689e-01,4.122076926601286329e-01,-1.833336972288930056e-01
-2.772779084478592893e+00,1.709306826474021657e+00,2.607427214483024613e-01,-7.141978213225691485e-01,3.080051305699923470e-01
4.298195118896204203e-01,9.505281774083802482e-01,-9.889347402209656135e-01,-1.386799674995690790e+00,-3.866524259934039920e-01
7.584469000115361126e-02,-6.379597257927134279e-01,1.410539742949040276e+00,3.149640511652193609e-01,-6.470973990542194798e-02
4.230824190801460438e-01,-5.387217248538000991e-01,1.521001501732832439e+00,2.323312668049166280e-02,-1.232686567442359493e+00
1.043814580326763775e+00,-9.172602981461016602e-01,1.224957031120931905e+00,-6.979905477400842884e-01,3.581279795443139125e-01
-6.243857154112402164e-01,-1.199035018060817803e+00,-1.880004899743672686e+00,2.582385936265221282e-01,-1.165542946150460724e+00
-4.762081475117470042e-01,-3.031894145186676132e-02,1.988420937002222111e-01,9.227368105084016170e-01,-4.472325484228791004e-02
-6.097286375000834369e-01,-2.398845064214999157e-01,1.034233641254351937e-01,1.222571371784371586e+00,8.825081031488902772e-01
1.662007521313939362e+00,6.559038623973945104e-01,1.018268631775340660e+00,7.185494742794663880e-02,1.148378097585083690e+00
-7.270407497794411089e-01,-4.297144527347473431e-01,-4.679343124875124382e-01,-1.524561500446812046e+00,9.482670434488518207e-01
-3.840187088128190762e-01,-1.782303562781876627e+00,-1.501098856400546300e+00,2.663422304177643918e-01,4.227293553985343455e-01
-7.399655319970575018e-01,1.949469765740876326e-01,1.618170818785065468e-01,1.911380499039977865e+00,-8.083451697727714880e-01
-8.289683184769531810e-01,-6.434434171666724156e-01,7.565527081690870403e-01,2.015131360878256173e-01,-8.416944862609209155e-01
-1.089304095831948649e+00,2.330482450122913551e+00,3.232351289799372251e-01,2.825495040002496405e-01,4.565752999506216825e-01
1.275275619466610388e+00,-1.975773906414447056e+00,4.878936682047004328e-03,-1.581286957985509334e+00,2.710826069531327986e-01
